DID_CONVERGE,META_DID_CONVERGE,META_PCT_CONVERGED,CLASS,META_CLASS,META_PCT_NONE,META_PCT_FAIR,META_PCT_PERFECT,SCORE,META_SCORE,ROUND_NUM,NUM_PLAYERS,NUM_TABLES,NUM_MAX_TABLES,NUM_MIN_TABLES,MAX_SEATS_PER_TABLE,MIN_SEATS_PER_TABLE
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.56077,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.76252,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,7.3778,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.73207,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.53544,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,7.32533,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,7.81302,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.36254,3,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.33434,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.97914,1,7,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,9.58348,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.13233,3,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,9.35753,3,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,9.58348,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,9.32245,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.47127,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,9.36697,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,7.79264,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,9.41646,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,7.72682,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.17754,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.0713,2,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.1193,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,9.36697,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,8.45356,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,9.25195,1,8,7,2,1,1,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.01566,2,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.65098,1,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.39975,4,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.21752,2,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.73363,1,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,6.33459,1,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.36348,1,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.68725,5,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,6.49209,1,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.93002,1,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.93002,1,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.39975,4,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,2.97475,6,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.59613,4,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.80848,1,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.59613,4,5,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.31218,8,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.68218,1,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.36714,2,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.82266,6,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.73858,2,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.1941,7,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.17026,2,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.22666,3,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.9369,1,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.22666,3,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,6.47466,2,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,7.16403,1,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.73858,2,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.1941,7,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.2505,1,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.73858,2,6,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.87202,2,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.6626,2,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.26731,1,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.68958,2,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.21766,3,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,7.09806,1,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.13668,1,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.22902,4,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.93905,1,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.91251,2,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.26731,1,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.43768,1,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.75495,5,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.13668,1,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,6.14992,1,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.75495,5,7,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.81444,2,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.59705,1,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.09283,2,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,6.10336,1,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.24794,1,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.57565,1,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.81444,2,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,5.62009,1,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,3.81444,2,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,4.59705,1,8,9,3,0,3,4,3
False,NONE_CONVERGED,0,NONE,ALL_NONE,1,0,0,6.84262,1,8,9,3,0,3,4,3
