ROUND_NUM,NUM_PLAYERS,AVG_META_PCT_NONE,AVG_META_PCT_FAIR,AVG_META_PCT_PERFECT,AVG_SCORE,AVG_GOOD_SEAT_PCT
1,10,0.875,0.0,0.125,4.56608,0.3814
1,100,0.03506,0.0,0.96494,0.11153,0.99598
1,101,0.06555,0.0,0.93445,0.24487,0.99359
1,102,0.03811,0.0,0.96189,0.08059,0.99777
1,103,0.03506,0.0,0.96494,0.10807,0.99643
1,104,0.02744,0.0,0.97256,0.06388,0.99707
1,105,0.05335,0.0,0.94665,0.13086,0.99685
1,106,0.03811,0.0,0.96189,0.11037,0.99692
1,107,0.03049,0.0,0.96951,0.07304,0.99796
1,108,0.01372,0.0,0.98628,0.04922,0.99826
1,109,0.05488,0.0,0.94512,0.16856,0.99607
1,11,0.875,0.0,0.125,5.33401,0.32816
1,110,0.03658,0.0,0.96342,0.11249,0.99705
1,111,0.03201,0.0,0.96799,0.11809,0.9967
1,112,0.01982,0.0,0.98018,0.07907,0.99751
1,113,0.03506,0.0,0.96494,0.12677,0.99702
1,114,0.02896,0.0,0.97104,0.07778,0.99815
1,115,0.02592,0.0,0.97408,0.11394,0.99695
