ROUND_NUM,NUM_PLAYERS,AVG_META_PCT_NONE,AVG_META_PCT_FAIR,AVG_META_PCT_PERFECT,AVG_SCORE,AVG_GOOD_SEAT_PCT
1,6,0.0,0.0,1.0,0.0,1.0
2,6,0.04344,0.0082,0.94836,0.23603,0.97854
3,6,0.1082,0.0082,0.88361,0.32275,0.96292
4,7,0.27869,0.0082,0.71311,1.0393,0.89863
5,6,0.34754,0.00984,0.64262,1.61517,0.84729
6,6,0.45164,0.00246,0.5459,2.21187,0.78914
7,6,0.56066,0.00082,0.43852,3.09531,0.73251
8,6,0.68607,0.00328,0.31066,4.20324,0.67161
